POLICY_NO,POLICY_NAME,RECEIPT_DATE,PAYMENT_MODE,CHEQUE_NO,CHEQUE_DATE,CHEQUE_AMT,EXCESS_PREMIUM_PAID,PREMIUM_AMT,DEPOSIT_AMT,SERVICE_TAX,EDU_CESS,TOTAL_PREMIUM,TOTAL_FUND_VALUE,PAYABLE_BY,PREMIUM_PAY_FREQUENCY,PREMIUM_PAYMENT,ANNUAL_PREMIUM,POLICY_STATUS,REASON,REMERK,DUE_DATE,NEXT_PREMIUM_DUE_DATE,TOT_PREMIUM,LIFE_ASSURED_NAME,CUSTOMER_ID,RECEIPT_NO,BASE_PLAN_PRODUCT_NAME,BASE_PREMIUM_PAID,BASE_PREMIUM_PAID_TAX,BASE_PREMIUM_DUE,BASE_PREMIUM_TAX_SECTION,RIDER_NAME_1,RIDER_PREMIUM_PAID_1,RIDER_PREMIUM_PAID_1_TAX,RIDER_PREMIUM_DUE_1,RIDER_TAX_SECTION_1,PROCESSED_FLAG,PROCESSED_DATE,INSER_DT_TM
1887,HealthSuraksha,01/05/1991,cash,749519681,12/04/2019,1685,17005,18618,19797,1837,145,35623,318051,LifePayMoneyBack,half-yearly,66151,793812,PREMIUM,Health,Please-pay-your-installment,18088,23/11/2020,84769,Sourabh,4900,1535,Property-Insurance,35672,2745,20672,80BB,Term-rider,44212,-45788,39212,150CB,TRUE,19/03/2020,07/02/2020
1888,iHealthPlan,09/02/1991,email,201400439,07/02/2019,1136,13260,12096,2022,1217,152,25356,198860,LifePayMoneyBack,yearly,434238,5210856,PREMIUM,Personal-liberty,Its Good,18132,17/06/2020,446334,Sona,4569,6709,Life-Cover,23543,2621,8543,80CCC,Term-rider,46569,-43431,41569,50BC,TRUE,17/12/2020,21/01/2020
1889,LifePayMoneyBack,13/01/2002,email,134551966,28/10/2019,2516,14186,13133,9401,594,117,27319,463225,iHealthPlan,half-yearly,430850,5170200,PREMIUM,Personal-liberty,Please-pay-your-installment,18165,06/02/2020,443983,Raja,3177,8442,Life-Cover,31231,3826,16231,120CC,Critical-illness-rider,25463,-64537,20463,50BC,FALSE,09/03/2020,23/08/2020
1890,HeartBeat,05/12/2008,online,165371596,25/10/2019,9592,16097,10579,6425,1925,191,26676,247005,LifePayMoneyBack,half-yearly,368798,4425576,PREMIUM,educational ,Please-pay-your-installment,18180,21/12/2020,379377,Surendra,6416,4864,Life-Cover,32869,4582,17869,80CCC,Accidental-death-benefit-rider,40744,-49256,35744,150CB,FALSE,10/07/2020,27/05/2020
1891,HeartBeat,11/01/2015,online,457977403,20/10/2019,6416,15784,12325,13251,288,113,28109,97283,HealthSuraksha,quarterly ,389219,4670628,PREMIUM,Personal-liberty,Please-pay-your-installment,18087,08/06/2020,401544,Raja,5521,9802,Health-Insurance,49538,2743,34538,120CC,Term-rider,13108,-76892,8108,80CCC,TRUE,27/05/2020,22/05/2020
1892,HeartBeat,01/12/2004,cash,930926126,14/07/2019,8106,19998,17495,7235,1285,134,37493,440124,LifePayMoneyBack,quarterly ,488910,5866920,NON-PREMIUM,educational ,Please-pay-your-installment,17994,15/01/2020,506405,Sourabh,2974,4800,Life-Cover,27351,4811,12351,80BB,Term-rider,22319,-67681,17319,50BC,FALSE,14/03/2020,08/12/2020
1893,HealthSuraksha,02/08/1993,cash,390111372,09/10/2019,6673,14745,13181,16246,931,105,27926,327634,HeartBeat,half-yearly,223440,2681280,NON-PREMIUM,Personal-liberty,Its Good,17926,23/11/2020,236621,Sona,4449,1674,Car-Insurance,31511,2927,16511,120CC,Disability-rider,24992,-65008,19992,150CB,FALSE,10/09/2020,27/09/2020
1894,LifePayMoneyBack,05/05/2005,cash,743445907,28/11/2019,6157,10042,18873,9464,628,100,28915,416010,HeartBeat,half-yearly,484638,5815656,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18126,19/12/2020,503511,Shubham,2924,1256,Property-Insurance,48397,2748,33397,120CC,Critical-illness-rider,36773,-53227,31773,80CCC,FALSE,06/01/2020,06/07/2020
1895,LifePayMoneyBack,06/11/2004,cash,819720429,22/11/2019,2149,17628,10228,11875,577,157,27856,404828,iHealthPlan,yearly,277760,3333120,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18211,08/06/2020,287988,Raja,5223,6131,Life-Cover,44654,1497,29654,80CCC,Term-rider,15713,-74287,10713,80CCC,FALSE,13/03/2020,11/05/2020
1896,HealthSuraksha,08/02/2018,cash,313175387,25/08/2019,1601,12055,18390,6116,778,199,30445,178295,HealthSuraksha,half-yearly,112932,1355184,PREMIUM,Health,Please-pay-your-installment,18195,28/04/2020,131322,Sona,7256,5471,Property-Insurance,32918,2616,17918,80CCC,Critical-illness-rider,16528,-73472,11528,80CCC,FALSE,24/03/2020,01/07/2020
1897,LifePayMoneyBack,12/10/1992,cash,806547106,14/05/2019,3561,14895,19185,11231,1499,103,34080,383923,LifePayMoneyBack,yearly,365408,4384896,NON-PREMIUM,Health,Its Good,18019,03/10/2020,384593,Raja,4792,1333,Property-Insurance,22053,4141,7053,80CCC,Critical-illness-rider,18842,-71158,13842,80CCC,TRUE,01/01/2020,07/02/2020
1898,HeartBeat,26/09/2016,online,615398811,25/02/2019,5854,14467,13436,1614,1808,139,27903,42914,HeartBeat,half-yearly,76634,919608,NON-PREMIUM,Health,Please-pay-your-installment,18259,30/09/2020,90070,Sona,2855,5777,Health-Insurance,32696,3554,17696,80CCC,Term-rider,19255,-70745,14255,50BC,FALSE,13/06/2020,06/11/2020
1899,HeartBeat,22/10/2011,online,651631460,19/02/2019,5756,16629,11556,6546,149,197,28185,312885,LifePayMoneyBack,yearly,440326,5283912,PREMIUM,educational ,Its Good,17997,18/08/2020,451882,Raja,6072,5076,Life-Cover,34235,3288,19235,80CCC,Accidental-death-benefit-rider,22810,-67190,17810,80CCC,TRUE,19/02/2020,20/02/2020
1900,HeartBeat,14/04/2002,email,894967656,19/04/2019,9661,17724,15628,1767,544,190,33352,119281,iHealthPlan,yearly,26228,314736,PREMIUM,Personal-liberty,Its Good,18009,31/08/2020,41856,Raja,2783,5444,Health-Insurance,28245,4501,13245,80CCC,Critical-illness-rider,11897,-78103,6897,150CB,FALSE,17/06/2020,16/07/2020
1901,iHealthPlan,15/03/2012,online,155803194,04/04/2019,9857,10878,13400,1968,779,180,24278,111419,iHealthPlan,quarterly ,185712,2228544,PREMIUM,Health,Its Good,17962,16/12/2020,199112,Shubham,5992,3456,Life-Cover,49865,3729,34865,80CCC,Critical-illness-rider,46919,-43081,41919,150CB,TRUE,10/04/2020,16/02/2020
1902,iHealthPlan,07/12/1998,email,910762951,12/08/2019,6953,14982,12776,12394,591,172,27758,389886,HealthSuraksha,yearly,249682,2996184,NON-PREMIUM,Personal-liberty,Its Good,18181,06/06/2020,262458,Shubham,2965,3091,Life-Cover,31602,4574,16602,80BB,Term-rider,22901,-67099,17901,150CB,TRUE,22/03/2020,10/01/2020
1903,HeartBeat,11/03/2004,online,406288789,23/03/2019,8375,16793,18247,1242,1697,151,35040,300329,LifePayMoneyBack,yearly,306738,3680856,PREMIUM,Personal-liberty,Its Good,18247,08/03/2020,324985,Surendra,7606,548,Health-Insurance,34196,4068,19196,80CCC,Critical-illness-rider,31649,-58351,26649,150CB,TRUE,30/08/2020,30/06/2020
1904,iHealthPlan,13/09/2013,email,605297410,13/09/2019,2714,11443,18912,3307,952,165,30355,323953,iHealthPlan,yearly,278570,3342840,NON-PREMIUM,educational ,Please-pay-your-installment,18088,21/07/2020,297482,Shubham,8914,2402,Health-Insurance,30400,2632,15400,120CC,Accidental-death-benefit-rider,12673,-77327,7673,80CCC,FALSE,24/02/2020,03/05/2020
1905,HealthSuraksha,30/05/2007,online,266341346,26/07/2019,3361,11164,14502,5593,499,115,25666,295379,iHealthPlan,quarterly ,472863,5674356,NON-PREMIUM,Personal-liberty,Its Good,17903,11/12/2020,487365,Sourabh,9134,7471,Property-Insurance,29926,3509,14926,80CCC,Accidental-death-benefit-rider,35915,-54085,30915,80CCC,TRUE,18/02/2020,06/05/2020
1906,iHealthPlan,15/10/2015,cash,879728757,29/08/2019,5157,10661,10182,3674,1620,184,20843,406579,HealthSuraksha,quarterly ,425285,5103420,NON-PREMIUM,Health,Its Good,18201,01/11/2020,435467,Shubham,2543,2370,Property-Insurance,22162,1895,7162,120CC,Accidental-death-benefit-rider,34773,-55227,29773,50BC,FALSE,18/01/2020,25/12/2020
1907,HeartBeat,04/04/2008,email,318863622,10/12/2019,9185,17048,17136,16487,455,179,34184,342222,HeartBeat,half-yearly,404922,4859064,PREMIUM,educational ,Please-pay-your-installment,17906,23/09/2020,422058,Shubham,1577,9165,Life-Cover,24962,3136,9962,80CCC,Accidental-death-benefit-rider,22085,-67915,17085,150CB,TRUE,17/05/2020,23/01/2020
1908,iHealthPlan,23/10/1993,cash,707153362,06/04/2019,3759,12113,18504,2753,461,184,30617,194888,HeartBeat,half-yearly,107036,1284432,PREMIUM,Health,Please-pay-your-installment,17946,24/08/2020,125540,Shubham,204,2570,Health-Insurance,23394,4471,8394,80CCC,Term-rider,22796,-67204,17796,80CCC,FALSE,19/12/2020,29/06/2020
1909,iHealthPlan,25/08/1992,online,594799784,09/09/2019,3589,15650,19293,6282,544,177,34943,315212,LifePayMoneyBack,half-yearly,209772,2517264,PREMIUM,Health,Please-pay-your-installment,18127,11/08/2020,229065,Shubham,9700,929,Car-Insurance,36425,1921,21425,80BB,Term-rider,40046,-49954,35046,150CB,TRUE,03/02/2020,08/01/2020
1910,HeartBeat,08/09/2012,cash,734707372,20/07/2019,1530,11274,12466,7753,1294,107,23740,324264,LifePayMoneyBack,yearly,327798,3933576,NON-PREMIUM,educational ,Please-pay-your-installment,17907,19/01/2020,340264,Sona,3904,6933,Health-Insurance,36672,3844,21672,80BB,Term-rider,44340,-45660,39340,150CB,TRUE,23/12/2020,03/10/2020
1911,iHealthPlan,05/09/2009,cash,333274330,13/06/2019,8660,18216,19067,10986,941,135,37283,161909,HealthSuraksha,half-yearly,166998,2003976,NON-PREMIUM,educational ,Its Good,18234,22/09/2020,186065,Raja,6162,3640,Car-Insurance,43169,1008,28169,80CCC,Disability-rider,18299,-71701,13299,50BC,FALSE,26/02/2020,08/03/2020
1912,HealthSuraksha,13/03/1991,online,991214003,08/01/2019,3305,19978,14692,9259,699,152,34670,258629,HealthSuraksha,quarterly ,497329,5967948,NON-PREMIUM,Health,Its Good,17939,02/11/2020,512021,Raja,5116,7854,Car-Insurance,30534,1512,15534,80BB,Accidental-death-benefit-rider,46327,-43673,41327,150CB,TRUE,02/04/2020,05/02/2020
1913,HealthSuraksha,30/09/2008,online,742404295,06/10/2019,3661,17479,11414,16679,1354,186,28893,485548,LifePayMoneyBack,half-yearly,383909,4606908,NON-PREMIUM,Health,Its Good,17975,10/01/2020,395323,Sona,2522,2559,Life-Cover,49207,4774,34207,80CCC,Disability-rider,48946,-41054,43946,50BC,FALSE,19/08/2020,28/08/2020
1914,HealthSuraksha,22/10/2008,email,142174739,25/09/2019,8102,13246,12151,7308,1121,115,25397,368243,HeartBeat,half-yearly,319227,3830724,PREMIUM,Personal-liberty,Please-pay-your-installment,18061,20/12/2020,331378,Raja,1083,6263,Property-Insurance,37606,2132,22606,80CCC,Disability-rider,17133,-72867,12133,50BC,FALSE,13/07/2020,25/05/2020
1915,HeartBeat,12/09/2014,cash,557964016,17/01/2019,3290,10852,10592,12151,696,136,21444,58719,iHealthPlan,half-yearly,89047,1068564,NON-PREMIUM,Health,Please-pay-your-installment,17987,09/01/2020,99639,Raja,7464,9859,Property-Insurance,26747,2054,11747,80CCC,Disability-rider,26413,-63587,21413,150CB,TRUE,16/06/2020,09/01/2020
1916,HeartBeat,02/09/2007,cash,225771917,27/06/2019,4803,19498,15593,13353,1649,165,35091,480368,LifePayMoneyBack,yearly,274685,3296220,NON-PREMIUM,educational ,Please-pay-your-installment,17914,18/10/2020,290278,Raja,4965,7466,Car-Insurance,37471,4102,22471,80CCC,Disability-rider,43260,-46740,38260,50BC,FALSE,02/10/2020,21/11/2020
1917,LifePayMoneyBack,09/01/2014,email,332448322,07/09/2019,9576,18529,11177,6503,844,123,29706,160227,HealthSuraksha,half-yearly,175189,2102268,NON-PREMIUM,Health,Please-pay-your-installment,18075,08/04/2020,186366,Raja,4248,6053,Life-Cover,38970,4853,23970,80BB,Critical-illness-rider,30660,-59340,25660,80CCC,FALSE,26/04/2020,11/08/2020
1918,HealthSuraksha,28/07/1992,cash,825350575,31/12/2019,2143,10396,10328,14896,1357,196,20724,400489,HeartBeat,half-yearly,267979,3215748,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18125,18/09/2020,278307,Surendra,4916,4121,Property-Insurance,25408,3627,10408,80BB,Critical-illness-rider,17625,-72375,12625,80CCC,FALSE,20/08/2020,03/03/2020
1919,iHealthPlan,18/09/1991,online,641206175,27/10/2019,9813,12799,14202,17063,595,164,27001,92996,HeartBeat,half-yearly,399639,4795668,PREMIUM,Personal-liberty,Its Good,17899,30/09/2020,413841,Raja,1694,8444,Health-Insurance,46939,4618,31939,120CC,Accidental-death-benefit-rider,40520,-49480,35520,80CCC,FALSE,18/12/2020,16/10/2020
1920,iHealthPlan,23/11/1993,cash,567720178,26/11/2019,8724,16050,19560,12960,1594,138,35610,37792,iHealthPlan,quarterly ,121834,1462008,NON-PREMIUM,educational ,Please-pay-your-installment,17930,12/08/2020,141394,Sourabh,5496,4539,Property-Insurance,46213,2840,31213,120CC,Critical-illness-rider,27978,-62022,22978,150CB,TRUE,02/12/2020,26/10/2020
1921,LifePayMoneyBack,13/12/2008,cash,673147565,18/03/2019,3539,18930,19984,12185,728,119,38914,269092,iHealthPlan,quarterly ,160577,1926924,PREMIUM,Personal-liberty,Please-pay-your-installment,18064,27/03/2020,180561,Sona,2602,816,Health-Insurance,38037,3106,23037,80BB,Disability-rider,10958,-79042,5958,80CCC,TRUE,04/12/2020,26/01/2020
1922,iHealthPlan,09/03/1991,cash,290719899,22/09/2019,8714,11871,12188,1635,1434,141,24059,47723,HeartBeat,yearly,194066,2328792,PREMIUM,Health,Please-pay-your-installment,18009,12/10/2020,206254,Raja,989,4508,Life-Cover,43184,3535,28184,120CC,Accidental-death-benefit-rider,18348,-71652,13348,150CB,FALSE,15/10/2020,22/01/2020
1923,HealthSuraksha,12/07/1994,cash,397470350,13/03/2019,3377,14000,11101,15853,656,116,25101,410314,iHealthPlan,yearly,340055,4080660,PREMIUM,educational ,Its Good,18165,22/03/2020,351156,Shubham,867,9099,Property-Insurance,20228,1803,5228,80BB,Accidental-death-benefit-rider,18829,-71171,13829,150CB,FALSE,14/10/2020,14/03/2020
1924,HeartBeat,14/12/1994,cash,192756845,17/01/2019,1310,19986,10955,5840,1941,120,30941,304502,LifePayMoneyBack,half-yearly,60575,726900,NON-PREMIUM,educational ,Please-pay-your-installment,18084,17/01/2020,71530,Surendra,107,3191,Health-Insurance,38545,1463,23545,120CC,Accidental-death-benefit-rider,49485,-40515,44485,80CCC,TRUE,10/12/2020,23/06/2020
1925,HealthSuraksha,04/09/1996,email,702221467,22/03/2019,3722,15791,17428,10315,488,129,33219,440140,iHealthPlan,quarterly ,494665,5935980,NON-PREMIUM,educational ,Its Good,18167,28/07/2020,512093,Raja,7970,8310,Health-Insurance,22735,3825,7735,80CCC,Critical-illness-rider,35261,-54739,30261,50BC,FALSE,01/02/2020,22/06/2020
1926,HeartBeat,19/11/2002,cash,774605854,07/06/2019,3759,18626,10302,9216,496,127,28928,249350,HealthSuraksha,yearly,396976,4763712,NON-PREMIUM,Health,Please-pay-your-installment,18239,28/12/2020,407278,Raja,3567,8330,Life-Cover,29083,3519,14083,80CCC,Critical-illness-rider,22087,-67913,17087,80CCC,FALSE,08/06/2020,21/05/2020
1927,HeartBeat,27/06/1995,cash,562458630,19/09/2019,5066,12958,16354,19461,1533,192,29312,324709,LifePayMoneyBack,half-yearly,144825,1737900,PREMIUM,Personal-liberty,Its Good,17976,04/04/2020,161179,Raja,827,520,Car-Insurance,38285,1711,23285,80CCC,Critical-illness-rider,27283,-62717,22283,80CCC,FALSE,24/08/2020,15/01/2020
1928,iHealthPlan,16/05/1996,email,293098384,17/10/2019,6651,11369,11006,6794,1617,105,22375,140358,iHealthPlan,yearly,408010,4896120,PREMIUM,Health,Its Good,18216,05/01/2020,419016,Shubham,5419,7507,Car-Insurance,27752,1594,12752,80CCC,Critical-illness-rider,13934,-76066,8934,50BC,FALSE,25/03/2020,29/02/2020
1929,HealthSuraksha,10/05/2016,online,349243468,08/04/2019,7666,17959,17722,8175,946,140,35681,357564,HealthSuraksha,quarterly ,432025,5184300,PREMIUM,Personal-liberty,Please-pay-your-installment,17994,30/10/2020,449747,Sona,4626,3648,Property-Insurance,33932,2048,18932,120CC,Accidental-death-benefit-rider,13970,-76030,8970,150CB,TRUE,16/11/2020,14/01/2020
1930,iHealthPlan,24/02/1997,email,133837879,14/02/2019,9523,19814,16787,10821,1859,198,36601,117712,LifePayMoneyBack,quarterly ,431841,5182092,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,18092,15/03/2020,448628,Raja,9227,8107,Life-Cover,44007,3593,29007,80BB,Accidental-death-benefit-rider,36453,-53547,31453,50BC,TRUE,25/01/2020,04/10/2020
1931,HeartBeat,25/12/2016,online,271507193,09/04/2019,2257,14045,15740,6606,1841,176,29785,45150,iHealthPlan,quarterly ,30421,365052,PREMIUM,educational ,Its Good,18104,28/02/2020,46161,Shubham,7071,6585,Health-Insurance,45349,4611,30349,80CCC,Disability-rider,26424,-63576,21424,80CCC,FALSE,27/12/2020,24/12/2020
1932,iHealthPlan,29/11/2011,cash,509700355,27/09/2019,4689,11012,19174,13719,641,124,30186,179332,HealthSuraksha,quarterly ,219668,2636016,NON-PREMIUM,Personal-liberty,Please-pay-your-installment,17956,03/07/2020,238842,Raja,9501,8418,Health-Insurance,43492,1397,28492,120CC,Disability-rider,17498,-72502,12498,50BC,FALSE,02/10/2020,25/05/2020
1933,iHealthPlan,14/04/1996,cash,634101992,21/04/2019,5742,12599,15648,19792,245,154,28247,64860,HealthSuraksha,quarterly ,220589,2647068,PREMIUM,Health,Its Good,17965,31/07/2020,236237,Surendra,74,2801,Car-Insurance,39035,1575,24035,80CCC,Accidental-death-benefit-rider,15402,-74598,10402,50BC,FALSE,03/01/2020,30/11/2020
1934,iHealthPlan,03/12/2005,email,499696704,28/06/2019,3218,16758,10990,18470,209,150,27748,45210,HealthSuraksha,quarterly ,301163,3613956,PREMIUM,educational ,Please-pay-your-installment,17908,09/08/2020,312153,Sona,6958,2899,Health-Insurance,42272,1977,27272,80CCC,Term-rider,24498,-65502,19498,150CB,TRUE,12/08/2020,18/03/2020
1935,HeartBeat,04/09/1992,email,709838726,07/10/2019,9267,11911,19177,7395,165,169,31088,485670,iHealthPlan,yearly,67934,815208,PREMIUM,Health,Its Good,18245,10/03/2020,87111,Sona,8605,477,Property-Insurance,20912,1097,5912,80CCC,Term-rider,15576,-74424,10576,150CB,TRUE,01/05/2020,08/10/2020
1936,HealthSuraksha,30/05/1994,email,395510492,21/09/2019,8317,10986,11200,3432,632,192,22186,60828,HeartBeat,quarterly ,415277,4983324,NON-PREMIUM,Personal-liberty,Its Good,18000,29/10/2020,426477,Shubham,7115,3554,Life-Cover,34567,3814,19567,80BB,Disability-rider,28236,-61764,23236,80CCC,FALSE,31/01/2020,18/11/2020
1937,HealthSuraksha,12/06/2015,email,908776715,24/01/2019,4876,17053,16245,1531,1001,129,33298,195798,LifePayMoneyBack,yearly,467675,5612100,NON-PREMIUM,educational ,Its Good,18082,15/01/2020,483920,Surendra,2001,7261,Property-Insurance,28906,4508,13906,120CC,Term-rider,32458,-57542,27458,50BC,TRUE,03/05/2020,24/08/2020
1938,HeartBeat,01/05/1999,email,129098906,02/06/2019,1724,18549,17699,7017,891,181,36248,34369,iHealthPlan,half-yearly,414600,4975200,NON-PREMIUM,educational ,Its Good,18233,26/08/2020,432299,Raja,5446,2637,Health-Insurance,21934,1953,6934,80BB,Accidental-death-benefit-rider,26486,-63514,21486,150CB,TRUE,17/04/2020,25/11/2020
1939,iHealthPlan,25/03/2012,cash,946141728,17/08/2019,2660,14326,19780,6433,1193,145,34106,301746,HealthSuraksha,quarterly ,242311,2907732,PREMIUM,educational ,Please-pay-your-installment,18094,23/03/2020,262091,Sona,3147,2127,Property-Insurance,23036,3431,8036,80BB,Critical-illness-rider,33718,-56282,28718,150CB,FALSE,20/01/2020,23/12/2020
1940,HealthSuraksha,28/11/2002,online,877854686,25/06/2019,1968,19202,13548,4439,815,152,32750,444851,HeartBeat,half-yearly,175443,2105316,PREMIUM,educational ,Please-pay-your-installment,18157,04/09/2020,188991,Sourabh,1804,9805,Car-Insurance,23878,1071,8878,80BB,Disability-rider,25797,-64203,20797,50BC,TRUE,27/07/2020,03/12/2020
1941,HeartBeat,24/12/2014,cash,981853676,23/04/2019,6615,13793,13834,13640,223,127,27627,447181,HealthSuraksha,quarterly ,337182,4046184,PREMIUM,Personal-liberty,Its Good,18155,26/06/2020,351016,Raja,4408,7978,Life-Cover,46219,1432,31219,80BB,Critical-illness-rider,23445,-66555,18445,80CCC,TRUE,29/07/2020,09/11/2020
1942,iHealthPlan,13/05/1998,online,800952100,23/10/2019,8822,13723,14520,13473,696,118,28243,185530,HealthSuraksha,half-yearly,107123,1285476,NON-PREMIUM,educational ,Please-pay-your-installment,17936,14/02/2020,121643,Sona,9418,5750,Property-Insurance,26574,3486,11574,120CC,Accidental-death-benefit-rider,28245,-61755,23245,150CB,FALSE,06/04/2020,09/01/2020
1943,LifePayMoneyBack,22/02/2017,email,945472676,02/06/2019,9802,11616,14652,9576,514,114,26268,372581,iHealthPlan,quarterly ,311941,3743292,NON-PREMIUM,Personal-liberty,Its Good,17970,02/06/2020,326593,Sona,4090,3608,Car-Insurance,25435,2930,10435,80BB,Critical-illness-rider,42935,-47065,37935,80CCC,FALSE,15/12/2020,30/05/2020
1944,LifePayMoneyBack,01/11/1992,email,264823927,10/07/2019,6969,12054,16621,9075,156,160,28675,76356,HeartBeat,yearly,92193,1106316,PREMIUM,educational ,Its Good,18066,15/12/2020,108814,Surendra,1523,3189,Health-Insurance,44186,3346,29186,120CC,Accidental-death-benefit-rider,47506,-42494,42506,150CB,TRUE,14/07/2020,01/09/2020
1945,HeartBeat,05/11/2009,email,608292112,27/05/2019,9839,13836,14712,1809,388,121,28548,408329,HeartBeat,half-yearly,411804,4941648,NON-PREMIUM,educational ,Its Good,18012,02/07/2020,426516,Raja,6507,4497,Property-Insurance,30147,4655,15147,80BB,Accidental-death-benefit-rider,25635,-64365,20635,50BC,FALSE,05/12/2020,29/11/2020
1946,LifePayMoneyBack,19/07/2018,email,735494360,08/04/2019,4216,19298,16363,16265,774,167,35661,51607,HeartBeat,quarterly ,189844,2278128,NON-PREMIUM,Personal-liberty,Its Good,18196,18/01/2020,206207,Raja,5980,4266,Life-Cover,24547,4283,9547,120CC,Accidental-death-benefit-rider,16665,-73335,11665,80CCC,FALSE,29/10/2020,05/01/2020
1947,HealthSuraksha,04/11/2002,cash,385313366,27/02/2019,9933,18476,16876,1524,1984,191,35352,42133,HeartBeat,yearly,207288,2487456,NON-PREMIUM,Personal-liberty,Its Good,18134,30/06/2020,224164,Raja,4975,7122,Life-Cover,31702,3198,16702,120CC,Disability-rider,39858,-50142,34858,80CCC,FALSE,06/01/2020,26/11/2020
1948,HeartBeat,01/02/2009,online,726583422,18/02/2019,4584,18512,14634,14741,1380,106,33146,195956,iHealthPlan,quarterly ,313510,3762120,NON-PREMIUM,Personal-liberty,Its Good,18138,11/05/2020,328144,Shubham,6725,6075,Car-Insurance,44426,3033,29426,120CC,Critical-illness-rider,19868,-70132,14868,50BC,TRUE,28/12/2020,06/11/2020
1949,iHealthPlan,18/06/2008,email,137818703,09/03/2019,9987,15402,10045,12874,819,139,25447,104271,HeartBeat,yearly,224236,2690832,NON-PREMIUM,Health,Its Good,18087,27/03/2020,234281,Raja,5266,1719,Car-Insurance,34235,4588,19235,120CC,Term-rider,48919,-41081,43919,150CB,TRUE,13/11/2020,16/09/2020
1950,HealthSuraksha,17/10/1997,cash,414064585,22/09/2019,2912,18863,19868,10297,1522,117,38731,223964,HeartBeat,yearly,442793,5313516,PREMIUM,Personal-liberty,Please-pay-your-installment,17988,30/09/2020,462661,Raja,6613,7078,Life-Cover,45753,3224,30753,80BB,Critical-illness-rider,35631,-54369,30631,50BC,FALSE,02/07/2020,18/12/2020
